Industry,10th & Page,Barracks / Rugby,Barracks Road,Belmont,Fifeville,Fry's Spring,Greenbrier,Jefferson Park Avenue,Johnson Village,Lewis Mountain,Locust Grove,Martha Jefferson,North Downtown,Ridge Street,Rose Hill,Starr Hill,The Meadows,Venable,Woolen Mills,10th & Pagect,Barracks / Rugbyct,Barracks Roadct,Belmontct,Fifevillect,Fry's Springct,Greenbrierct,Jefferson Park Avenuect,Johnson Villagect,Lewis Mountainct,Locust Grovect,Martha Jeffersonct,North Downtownct,Ridge Streetct,Rose Hillct,Starr Hillct,The Meadowsct,Venablect,Woolen Millsct,Year,Desc
Other Services,0.0,1.1173184357541899,0.0,5.764760576476058,8.535954474909467,6.482412060301508,3.3846153846153846,2.0245071923281834,8.827238335435057,7.588075880758808,7.470817120622568,13.683010262257696,4.337152209492635,13.80449141347424,1.4571948998178506,2.357563850687623,5.421686746987952,4.518072289156627,3.125,0,12,0,124,165,129,33,38,70,28,96,120,53,209,8,12,27,105,20,2013,Other Services
Public Administration,2.528735632183908,4.655493482309125,0.0,3.440260344026034,2.431453698913606,4.0703517587939695,4.3076923076923075,0.47948854555141185,5.800756620428752,3.252032520325203,3.5797665369649807,4.789053591790194,5.155482815057283,4.16116248348745,11.657559198542804,0.0,0.0,4.3029259896729775,2.5,11,50,0,74,47,81,42,9,46,12,46,42,63,63,64,0,0,100,16,2013,Public Administration
Agriculture,0.0,0.0,0.0,0.43327556325823224,0.0,0.0,0.0,0.36231884057971014,0.0,0.0,1.3964313421256789,0.0,0.918133129303749,0.0,1.0507880910683012,0.0,0.0,0.29227557411273486,0.0,0,0,0,10,0,0,0,7,0,0,18,0,12,0,6,0,0,7,0,2014,"Agriculture,<br>Forestry, Fishing &<br>Hunting, Mining"
Construction,4.123711340206185,4.313380281690141,0.0,3.9861351819757367,2.950152594099695,1.0198878123406425,2.075098814229249,1.8115942028985508,4.925544100801833,1.6018306636155606,10.938712179984485,5.854241338112306,2.218821729150727,6.2025316455696204,1.4010507880910683,1.894736842105263,6.749740394600208,1.3778705636743216,4.551539491298527,24,49,0,92,58,20,21,35,43,7,141,49,29,98,8,9,65,33,34,2014,Construction
Manufacturing,3.0927835051546393,2.640845070422535,7.647058823529412,6.369150779896014,1.5768056968463886,3.3656297807241202,4.3478260869565215,3.4161490683229814,8.705612829324169,4.576659038901602,3.491078355314197,5.4958183990442055,1.6067329762815608,6.518987341772152,2.4518388791593697,2.1052631578947367,0.0,1.7536534446764092,0.0,18,30,13,147,31,66,44,66,76,20,45,46,21,103,14,10,0,42,0,2014,Manufacturing
Wholesale,0.0,1.5845070422535212,0.0,0.1733102253032929,1.1698880976602237,2.294747577766446,1.1857707509881423,1.2939958592132506,0.0,0.0,5.818463925523662,1.4336917562724014,0.38255547054322875,0.0,1.4010507880910683,0.0,0.0,0.5010438413361169,2.5435073627844713,0,18,0,4,23,45,12,25,0,0,75,12,5,0,8,0,0,12,19,2014,Wholesale Trade
Retail,8.934707903780069,5.809859154929577,0.0,3.9861351819757367,16.327568667344863,6.527281998980112,4.940711462450593,6.884057971014493,23.367697594501717,1.8306636155606408,8.99922420480993,12.066905615292711,7.192042846212701,9.430379746835444,10.85814360770578,6.105263157894737,15.368639667705088,5.845511482254698,7.764390896921017,52,66,0,92,321,128,50,133,204,8,116,101,94,149,62,29,148,140,58,2014,Retail Trade
Transportation,0.0,0.7922535211267606,0.0,2.166377816291161,0.3560528992878942,3.671596124426313,0.0,6.3146997929606625,3.5509736540664374,6.636155606407323,0.46547711404189296,1.1947431302270013,2.9074215761285385,1.139240506329114,1.0507880910683012,3.1578947368421053,0.6230529595015576,2.2964509394572024,0.0,0,9,0,50,7,72,0,122,31,29,6,10,38,18,6,15,6,55,0,2014,"Transportation,<br>Warehousing, Utilities"
Information,0.0,1.5845070422535212,0.0,4.246100519930676,1.2716174974567651,3.8755736868944415,2.766798418972332,0.0,0.0,1.6018306636155606,1.5515903801396431,0.8363201911589009,2.754399387911247,3.481012658227848,9.281961471103328,4.2105263157894735,0.0,4.509394572025053,5.890227576974565,0,18,0,98,25,76,28,0,0,7,20,7,36,55,53,20,0,108,44,2014,Information
Finance & Insurance,4.639175257731959,5.633802816901408,1.1764705882352942,3.9861351819757367,1.1190233977619533,5.150433452320245,6.818181818181818,0.8281573498964804,0.9163802978235968,7.093821510297483,1.7067494181536074,4.898446833930705,6.809487375669472,1.9620253164556962,0.0,2.9473684210526314,0.8307372793354102,3.883089770354906,1.2048192771084338,27,64,2,92,22,101,69,16,8,31,22,41,89,31,0,14,8,93,9,2014,"Finance &<br>Insurance, Real Estate,<br>Rental & Leasing"
Professional,7.731958762886598,24.031690140845072,17.058823529411764,19.497400346620452,8.39267548321465,10.147883732789394,20.059288537549406,5.020703933747412,13.287514318442154,13.272311212814646,14.817688130333591,10.75268817204301,17.44452945677123,14.873417721518987,10.332749562171628,18.94736842105263,19.52232606438214,10.68893528183716,17.670682730923694,45,273,29,450,165,199,203,97,116,58,191,90,228,235,59,90,188,256,132,2014,"Professional, Scientific,<br>Management, Administrative,<br>Waste Management Services"
Education & Healthcare,60.13745704467354,37.764084507042256,55.294117647058826,36.61178509532063,45.72736520854527,43.4982151963284,45.65217391304348,52.38095238095238,32.18785796105384,45.30892448512586,37.23816912335143,33.452807646356035,37.9495026778883,26.455696202531644,25.394045534150614,53.26315789473684,20.24922118380062,41.33611691022965,39.49129852744311,350,429,94,845,899,853,462,1012,281,198,480,280,496,418,145,253,195,990,295,2014,"Educational Services,<br>Health Care & Social Assistance"
Entertainment,9.621993127147766,8.97887323943662,18.823529411764707,9.575389948006933,12.919633774160733,10.963793982661906,6.521739130434782,18.426501035196686,4.4673539518900345,9.610983981693364,5.430566330488751,3.225806451612903,10.252486610558531,14.050632911392405,21.891418563922944,4.842105263157895,34.47559709241952,19.457202505219207,14.591700133868809,56,102,32,221,254,215,66,356,39,42,70,27,134,222,125,23,332,466,109,2014,"Arts, Entertainment,<br>Recreation, Accommodation &<br>Food Services"
Other Services,0.0,0.6161971830985915,0.0,5.459272097053726,6.8158697863682605,5.201427842937277,1.8774703557312253,2.846790890269151,7.445589919816724,6.178489702517163,5.5857253685027155,14.217443249701315,3.749043611323642,10.253164556962025,0.8756567425569177,2.526315789473684,2.1806853582554515,4.30062630480167,3.3467202141900936,0,7,0,126,134,102,19,55,65,27,72,119,49,162,5,12,21,103,25,2014,Other Services
Public Administration,1.7182130584192439,6.25,0.0,3.5095320623916813,1.3733468972533063,4.283528811830698,3.7549407114624507,0.4140786749482402,1.145475372279496,2.288329519450801,2.560124127230411,6.571087216248507,5.814843152257077,5.632911392405063,14.010507880910684,0.0,0.0,3.757828810020877,2.9451137884872827,10,71,0,81,27,84,38,8,10,10,33,55,76,89,80,0,0,90,22,2014,Public Administration
Agriculture,0.0,0.0,0.0,3.0775075987841944,0.0,0.3508771929824561,0.0,1.3585351447135263,0.0,0.0,1.3343799058084773,0.0,2.3255813953488373,0.0,1.338432122370937,0.0,0.0,0.38080731150038083,0.0,0,0,0,81,0,7,0,23,0,0,17,0,35,0,7,0,0,10,0,2015,"Agriculture,<br>Forestry, Fishing &<br>Hunting, Mining"
Construction,4.75482912332838,4.909090909090909,0.0,3.533434650455927,5.230769230769231,1.2531328320802004,0.6653992395437263,1.299468399291199,4.649042844120328,2.380952380952381,9.105180533751962,2.093718843469591,1.06312292358804,6.394316163410302,2.8680688336520075,5.389221556886228,6.772486772486772,2.0182787509520184,3.7037037037037037,32,54,0,93,102,25,7,22,51,9,116,21,16,108,15,27,64,53,28,2015,Construction
Manufacturing,1.9316493313521546,3.3636363636363638,7.042253521126761,6.952887537993921,0.8205128205128205,4.962406015037594,4.562737642585551,2.7761370348493797,8.113035551504103,5.026455026455026,2.0408163265306123,3.489531405782652,2.259136212624585,3.374777975133215,2.294455066921606,2.395209580838323,0.0,3.0083777608530085,0.0,13,37,15,183,16,99,48,47,89,19,26,35,34,57,12,12,0,79,0,2015,Manufacturing
Wholesale,0.0,0.36363636363636365,0.0,0.22796352583586627,0.46153846153846156,2.2055137844611528,1.1406844106463878,2.598936798582398,0.0,0.0,5.259026687598116,0.0,0.33222591362126247,0.0,2.48565965583174,0.0,0.0,0.0,1.8518518518518519,0,4,0,6,9,44,12,44,0,0,67,0,5,0,13,0,0,0,14,2015,Wholesale Trade
Retail,16.196136701337295,5.0,0.0,4.4832826747720365,19.333333333333332,8.471177944862156,5.418250950570342,6.4973419964559955,23.336371923427528,1.5873015873015872,7.456828885400314,5.682951146560319,5.647840531561462,10.420367081113085,13.766730401529637,7.7844311377245505,14.17989417989418,6.473724295506473,9.523809523809524,109,55,0,118,377,169,57,110,256,6,95,57,85,176,72,39,134,170,72,2015,Retail Trade
Transportation,0.0,0.8181818181818182,0.0,1.6337386018237081,1.5897435897435896,3.8095238095238093,0.0,1.9492025989367985,3.6463081130355515,0.0,2.511773940345369,1.1964107676969093,1.9269102990033222,2.723505032563647,1.9120458891013383,0.0,0.5291005291005291,1.8659558263518659,3.306878306878307,0,9,0,43,31,76,0,33,40,0,32,12,29,46,10,0,5,49,25,2015,"Transportation,<br>Warehousing, Utilities"
Information,0.0,3.4545454545454546,0.0,2.507598784194529,0.8205128205128205,1.7543859649122806,1.6159695817490494,0.7678676904902539,0.0,1.8518518518518519,2.3547880690737832,0.6979062811565304,3.9867109634551494,3.256364712847839,4.2065009560229445,1.1976047904191616,1.7989417989417988,4.455445544554456,6.349206349206349,0,38,0,66,16,35,17,13,0,7,30,7,60,55,22,6,17,117,48,2015,Information
Finance & Insurance,5.49777117384844,6.090909090909091,1.408450704225352,4.065349544072948,0.9743589743589743,3.308270676691729,9.03041825095057,1.1813349084465445,0.8204193254329991,4.761904761904762,2.6687598116169546,7.676969092721834,3.654485049833887,4.7957371225577266,0.0,0.0,0.8465608465608465,3.4653465346534653,1.0582010582010581,37,67,3,107,19,66,95,20,9,18,34,77,55,81,0,0,8,91,8,2015,"Finance &<br>Insurance, Real Estate,<br>Rental & Leasing"
Professional,2.823179791976226,25.90909090909091,15.023474178403756,17.09726443768997,8.35897435897436,10.325814536340852,19.20152091254753,4.193738924985233,11.30355515041021,4.497354497354498,14.992150706436421,17.846460618145564,14.551495016611296,16.40023682652457,8.604206500956023,20.159680638722556,20.84656084656085,9.367859862909368,16.798941798941797,19,285,32,450,163,206,202,71,124,17,191,179,219,277,45,101,197,246,127,2015,"Professional, Scientific,<br>Management, Administrative,<br>Waste Management Services"
Education & Healthcare,50.81723625557206,33.09090909090909,49.76525821596244,31.34498480243161,45.02564102564103,41.30325814536341,47.62357414448669,54.51860602480803,28.441203281677303,54.4973544973545,36.65620094191523,37.387836490528414,33.08970099667774,25.636471284783894,27.533460803059274,53.49301397205589,16.19047619047619,43.6024371667936,40.74074074074074,342,364,106,825,878,824,501,923,312,206,467,375,498,433,144,268,153,1145,308,2015,"Educational Services,<br>Health Care & Social Assistance"
